BRW_CODROL;BRW_DESROL;BRW_SUBGRU;BRW_GRUPO;BRW_CAPITU;BRW_OD;BRW_AMB;BRW_HCO;BRW_HSO;BRW_PAC;BRW_DUT;BRW_SEQROL
40103331;ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002358
40103340;ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002359
40103358;ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002360
40103366;ELETRONEUROMIOGRAFIA GENITOPERINEAL;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002361
40103374;ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002362
40103382;EMG PARA MONITORAÇÃO DE QUIMODENERVAÇÃO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002363
40103390;EMG QUANTITATIVA OU EMG DE FIBRA ÚNICA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002364
40103404;ESPECTROGRAFIA VOCAL;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002365
40103412;GUSTOMETRIA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002366
40103439;IMPEDANCIOMETRIA (MEDIDAS DE IMITÂNCIA ACÚSTICA);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002367
40103447;MÉTODO DE PROETZ;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002368
40103455;EMISSÕES OTOACÚSTICAS EVOCADAS (TRANSIENTES OU PRO1O DE DISTORÇÃO) - TESTE DA ORELHINHA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002369
40103463;EMISSÕES OTOACÚSTICAS EVOCADAS (TRANSIENTES OU PRO1O DE DISTORÇÃO) - TESTE DA ORELHINHA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002370
40103480;PESQUISA DE PARES CRANIANOS RELACIONADOS COM O VIII PAR;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002371
40103498;PESQUISA DE POTENCIAIS EVOCADOS AUDITIVOS DE TRONCO CEREBRAL (BERA);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002372
40103501;PESQUISA DO FENÔMENO DE TULLIO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002373
40103510;POLIGRAFIA DE RECÉM-NASCIDO (PG/RN);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002374
40103528;POLISSONOGRAFIA COM EEG DE NOITE INTEIRA COM OU SEM TESTE DE CPAP NASAL (INCLUI POLISSONOGRAMAS);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002375
40103536;POLISSONOGRAFIA COM EEG DE NOITE INTEIRA COM OU SEM TESTE DE CPAP NASAL (INCLUI POLISSONOGRAMAS);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002376
40103544;POLISSONOGRAFIA COM EEG DE NOITE INTEIRA COM OU SEM TESTE DE CPAP NASAL (INCLUI POLISSONOGRAMAS);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002377
40103560;POTENCIAL EVOCADO P300;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002378
40103579;POTENCIAL EVOCADO AUDITIVO DE MÉDIA LATÊNCIA (PEA-ML);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002379
40103587;POTENCIAL SOMATO-SENSITIVO PARA LOCALIZAÇÃO FUNCIONAL DA ÁREA CENTRAL;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002380
40103595;POTENCIAL EVOCADO GÊNITO-CORTICAL (PEGC);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002381
40103609;POTENCIAL EVOCADO MOTOR - PEM;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002382
40103617;POTENCIAL EVOCADO SOMATO-SENSITIVO - MEMBROS INFERIORES E SUPERIORES (PESS);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002383
40103625;POTENCIAL EVOCADO SOMATO-SENSITIVO - MEMBROS INFERIORES E SUPERIORES (PESS);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002384
40103633;POTENCIAL VISUAL EVOCADO (PEV);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002385
40103641;PROVAS DE FUNÇÃO TUBÁRIA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002386
40103650;TESTES VESTIBULARES ( COM OU SEM PROVA CALÓRICA, COM OU SEM ELETRONISTAGMOGRAFIA);PROCEDIMENTOS;EXAMES ESPECÍFICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002387
40103668;RINOMANOMETRIA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002388
40103722;TESTES VESTIBULARES ( COM OU SEM PROVA CALÓRICA, COM OU SEM ELETRONISTAGMOGRAFIA);PROCEDIMENTOS;EXAMES ESPECÍFICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002389
40103730;TESTE DE LATÊNCIAS MÚLTIPLAS DE SONO (TLMS);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002390
40103749;TESTES VESTIBULARES, COM VECTO-ELETRONISTAGMOGRAFIA, COM OU SEM PROVAS CALÓRICAS;PROCEDIMENTOS;EXAMES ESPECÍFICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002391
40103757;VÍDEO-ELETROENCEFALOGRAFIA CONTÍNUA NÃO INVASIVA (VÍDEO EEG/NT);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002392
40103803;AUDIOMETRIA VOCAL COM MENSAGEM COMPETITIVA / AVALIAÇÃO DO PROCESSAMENTO AUDITIVO CENTRAL (COM DIRETRIZ DE UTILIZAÇÃO);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;1;002393
40103820;TESTES VESTIBULARES ( COM OU SEM PROVA CALÓRICA, COM OU SEM ELETRONISTAGMOGRAFIA);PROCEDIMENTOS;EXAMES ESPECÍFICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002394
40103862;ELETROENCEFALOGRAMA ESPECIAL: TERAPIA INTENSIVA, MORTE CEREBRAL, SONO, SEDAÇÃO, EEG PROLONGADO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002395
40103870;POTENCIAL EVOCADO INTRA-OPERATÓRIO - MONITORIZAÇÃO CIRÚRGICA (PE/IO);MONITORIZAÇÕES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES;;;HCO;HSO;;;002396
40103889;AUDIOMETRIA VOCAL COM MENSAGEM COMPETITIVA / AVALIAÇÃO DO PROCESSAMENTO AUDITIVO CENTRAL (COM DIRETRIZ DE UTILIZAÇÃO);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;1;002397
40103897;AUDIOMETRIA VOCAL COM MENSAGEM COMPETITIVA / AVALIAÇÃO DO PROCESSAMENTO AUDITIVO CENTRAL (COM DIRETRIZ DE UTILIZAÇÃO);SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;1;002398
40104010;AVALIAÇÃO MUSCULAR POR DINAMOMETRIA COMPUTADORIZADA (ISOCINÉTICA);EXAMES ÓSTEO - MÚSCULO - ARTICULARES;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002399
40104028;ELETRONEUROMIOGRAFIA DE QUALQUER SEGMENTO COM OU SEM REGISTRO DE MOVIMENTO INVOLUNTÁRIO;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002400
40104036;CURVA I/T - MEDIDA DE LATÊNCIA DE NERVO PERIFÉRICO;EXAMES ÓSTEO - MÚSCULO - ARTICULARES;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002401
40104125;SISTEMA TRIDIMENSIONAL DE AVALIAÇÃO DO MOVIMENTO QUE INCLUI VÍDEO ACOPLADO À PLATAFORMA DA FORÇA E ELETROMIOGRAFIA;EXAMES ÓSTEO - MÚSCULO - ARTICULARES;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002402
40105016;DETERMINAÇÃO DAS PRESSÕES RESPIRATÓRIAS MÁXIMAS;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002403
40105024;DETERMINAÇÃO DOS VOLUMES PULMONARES POR PLETISMOGRAFIA OU POR DILUIÇÃO DE GASES;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002404
40105032;DETERMINAÇÃO DOS VOLUMES PULMONARES POR PLETISMOGRAFIA OU POR DILUIÇÃO DE GASES;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002405
40105040;MEDIDA DA DIFUSÃO DO MONÓXIDO DE CARBONO;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002406
40105059;MEDIDA DE PICO DE FLUXO EXPIRATÓRIO;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002407
40105067;MEDIDA DE PICO DE FLUXO EXPIRATÓRIO;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002408
40105075;ESPIROMETRIA FORÇADA - VOLUMES E FLUXOS MÁXIMOS (COM/SEM BD);PROCEDIMENTOS;EXAMES ESPECÍFICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002409
40105083;OSCILOMETRIA;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002410
40105091;RESISTÊNCIA DAS VIAS AÉREAS POR PLETISMOGRAFIA;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002411
40105148;PROVA DE FUNÇÃO PULMONAR COMPLETA (OU ESPIROMETRIA);FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002412
40201015;AMNIOSCOPIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002413
40201023;COLPOSCOPIA, VULVOSCOPIA, PENISCOPIA, ANUSCOPIA;PROCEDIMENTOS;EXAMES ESPECÍFICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002414
40201031;BRONCOSCOPIA COM BIÓPSIA TRANSBRÔNQUICA COM ACOMPANHAMENTO RADIOSCÓPICO;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;PAC;;002415
40201058;BRONCOSCOPIA COM OU SEM BIÓPSIA, ASPIRADO, ESCOVADO, LAVADO BRONCOALVEOLAR, PUNÇÃO, CATETER PROTEGIDO E CURETA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002416
40201066;CISTOSCOPIA E/OU URETROSCOPIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002417
40201074;COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002418
40201082;COLONOSCOPIA COM BIÓPSIA E/OU CITOLOGIA COM OU SEM DILATAÇÃO SEGMENTAR OU ESTENOSTOMIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002419
40201090;COLONOSCOPIA COM BIÓPSIA E/OU CITOLOGIA COM OU SEM DILATAÇÃO SEGMENTAR OU ESTENOSTOMIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002420
40201104;ECOENDOSCOPIA (ULTRASSOM ENDOSCÓPICO) COM OU SEM PUNÇÃO POR AGULHA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002421
40201112;ECOENDOSCOPIA (ULTRASSOM ENDOSCÓPICO) COM OU SEM PUNÇÃO POR AGULHA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002422
40201120;ENDOSCOPIA DIGESTIVA ALTA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002423
40201139;ENDOSCOPIA DIGESTIVA ALTA COM BIÓPSIA E/OU CITOLOGIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002424
40201147;ENTEROSCOPIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002425
40201155;HISTEROSCOPIA DIAGNÓSTICA COM OU SEM BIÓPSIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002426
40201163;LAPAROSCOPIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002427
40201171;RETOSSIGMOIDOSCOPIA RÍGIDA OU FLEXÍVEL COM OU SEM BIÓPSIA E/OU CITOLOGIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002428
40201180;RETOSSIGMOIDOSCOPIA RÍGIDA OU FLEXÍVEL COM OU SEM POLIPECTOMIA E/OU MUCOSECTOMIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002429
40201198;VÍDEO-ENDOSCOPIA DO ESFÍNCTER VELO-PALATINO COM ÓTICA FLEXÍVEL OU RÍGIDA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002430
40201201;VÍDEO-ENDOSCOPIA DO ESFÍNCTER VELO-PALATINO COM ÓTICA FLEXÍVEL OU RÍGIDA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002431
40201210;VÍDEO-ENDOSCOPIA NASO-SINUSAL COM ÓTICA FLEXÍVEL OU RÍGIDA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002432
40201228;VÍDEO-ENDOSCOPIA NASO-SINUSAL COM ÓTICA FLEXÍVEL OU RÍGIDA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002433
40201236;VÍDEO-LARINGO-ESTROBOSCOPIA COM ENDOSCÓPIO FLEXÍVEL OU RÍGIDO;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002434
40201244;VÍDEO-LARINGO-ESTROBOSCOPIA COM ENDOSCÓPIO FLEXÍVEL OU RÍGIDO;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002435
40201252;VÍDEO-FARINGO-LARINGOSCOPIA COM ENDOSCÓPIO FLEXÍVEL OU RÍGIDO;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002436
40201260;VÍDEO-FARINGO-LARINGOSCOPIA COM ENDOSCÓPIO FLEXÍVEL OU RÍGIDO;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002437
40201279;URETEROSCOPIA FLEXÍVEL OU RÍGIDO;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002438
40201287;URETEROSCOPIA FLEXÍVEL OU RÍGIDO;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002439
40201309;AVALIAÇÃO ENDOSCÓPICA DA DEGLUTIÇÃO (FEES);ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002440
40201333;ENDOSCOPIA DIGESTIVA ALTA COM BIÓPSIA E/OU CITOLOGIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002441
40201350;COLONOSCOPIA COM BIÓPSIA E/OU CITOLOGIA COM OU SEM DILATAÇÃO SEGMENTAR OU ESTENOSTOMIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002442
40201368;BRONCOSCOPIA COM BIÓPSIA TRANSBRÔNQUICA COM ACOMPANHAMENTO RADIOSCÓPICO;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;PAC;;002443
40202011;ARITENOIDECTOMIA MICROCIRÚRGICA ENDOSCÓPICA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002444
40202038;ENDOSCOPIA DIGESTIVA ALTA COM BIÓPSIA E/OU CITOLOGIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;AMB;HCO;HSO;;;002445
40202046;BIÓPSIAS POR LAPAROSCOPIA;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;;;002446
40202054;BRONCOSCOPIA COM BIÓPSIA TRANSBRÔNQUICA COM ACOMPANHAMENTO RADIOSCÓPICO;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS;;;HCO;HSO;PAC;;002447
